"","STAT_ID","duration","Continent","HCO3_avg","HCO3_dif","HCO3_slope","HCO3_rc","sc","sm","Shape_Area","carbonate","sedimentary","slope","annual_runoff"
"126",100396,0.3,"North America",1181.636,114.722,332.329603174603,10.2040870783394,0.06,0.00240466939322678,820639260.91,"low carbonate","low sedimentary","augmented",479.49
"127",100405,4.8,"North America",254.8465,109.805,22.7979664391354,54.9178770055616,0,0,19995104.32,"low carbonate","low sedimentary","augmented",535
"128",100409,0.7,"North America",283.527,154.056,223.136666666667,74.6037511077536,0,0,15497300.73,"low carbonate","low sedimentary","augmented",373
"129",100413,2.3,"North America",311.388129032258,6.55500000000001,2.90009090909091,1.56236965356151,0,0,181910247.16,"low carbonate","low sedimentary","augmented",420.03
"130",100430,21.6,"North America",378.751944827586,32.778,1.51942722885446,16.6668361587666,0,0,255187051.33,"low carbonate","low sedimentary","augmented",407
"131",100437,10.8,"North America",547.6123,196.666,18.2840269994906,42.8570805948292,0,0,18149901.91,"low carbonate","low sedimentary","augmented",407
"132",100440,4.6,"North America",780.92875,321.222,69.9558651551313,50.256506535871,0,0,27302775.07,"low carbonate","low sedimentary","augmented",403.53
"133",100441,4.4,"North America",739.137079365079,245.833,55.7323260869565,40.5406118534863,0,0,31133333.47,"low carbonate","low sedimentary","augmented",398.29
"134",100443,27.8,"North America",148.377934640523,32.777,1.17902877697842,22.2216949152542,0,0,114463699.26,"low carbonate","low sedimentary","augmented",501.52
"135",100446,1,"North America",1241.455,-549.026,-541.60672972973,-36.2161998142441,0.23,0.07,824491271.33,"low carbonate","low sedimentary","diminished",413.69
"136",100451,7.5,"North America",469.964370689655,503.138,67.0973218852758,330.108387570859,0,0,305646128.99,"low carbonate","low sedimentary","augmented",529.18
"137",100452,2,"North America",354.545666666667,-37.695,-18.9774827586207,-10.0001591748376,0,0,411915613.52,"low carbonate","low sedimentary","diminished",505.66
"138",100453,7.4,"North America",227.1822,242.555,32.7534498705142,284.615474877379,0,0,48552623.26,"low carbonate","low sedimentary","augmented",605
